id	review	sentiment
307	No long paragraph just check out my song called &quot;Fire&quot;.	1
308	Check out this video on YouTube:﻿	1
309	"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿"	1
310	"do you guys know, there&#39;s a part two of this song! :D﻿"	0
311	"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel"	1
312	"Hey, it&#39;s Charlie from Lost﻿"	0
313	"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality"	1
314	Check out this video on YouTube:﻿	1
315	"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿"	0
316	watch youtube video &quot;EMINEM -YTMA artist of the year&quot; plz share to vote!!!	1
317	"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿"	0
318	5 years and i still dont get the music video help someone?﻿	0
319	Please check out my New Song (Music Video) AD - Don&#39;t Play	1
320	Tell us the title so i can like and subscribe your music fgw please	1
321	This video is kinda close to 1 million  views <br />﻿	0
322	Fuck you Eminem﻿	0
323	"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The metal drews the reflective effect. Why does the expansion intervene the hilarious bit? The sneeze witnesss the smoke."	1
324	"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the innocent woman prioritize the desire? The flight searchs the sad polish. When does the tax zip the omniscient record?"	1
325	2008-2010 were the years for pop﻿	0
326	sorry but eminmem is a worthless wife beating bastard﻿	0
327	  Eminem is the king of rap  Micheal Jackson is the king of pop  If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews*com and be famous just within days !! yO ~	1
328	so spousal abusue cool that&#39;s great﻿	0
329	she is megan fox?because she is very similar﻿	0
330	"Holy crap. 800,000,000 views?!﻿"	0
331	eminem - RIHANNA﻿	0
332	LOVE THIS SONG!!!﻿	0
333	What nicei⛺♥♥♥♥﻿	0
334	I like this song very much﻿	0
335	"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?"	1
336	I love it and my mom to﻿	0
337	Who is watching in 2015 like﻿	0
338	Please check out my New Song (MUSIC VIDEO) AD - Dont Play	1
339	amazing song﻿	0
340	"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor."	1
341	"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?"	1
342	check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA	1
343	I like it﻿	0
344	"YO GUYS SORRY IF THIS ANNOYS YOU!!! BUT CHECK OUT MY CHANNEL, AND LATEST VIDEO. A LIKE AND SUBSCRIBE WOULD BE NICE TOO!!!!!!!"	1
345	"This past Christmas my dad passed away, to help me cope I picked up a pen and some paper and started to write. Little did I know nearly 9 months ago that it would bring me where i&#39;m at today. Over 7k subscribers and 500k video views. I just wrote and released a song yesterday about a friend of mine who has tried to commit suicide several times, I can&#39;t promise you professionally produced music, but I can promise REAL lyrics. Just click on my picture. Thanks, and thumbs up so others may see?"	1
346	"••••►►My name is George and let me tell u EMINEM is my idol my inspiration, I&#39;ve listen to him growing up, I never thou I would love rap this much But I thank him for helping me find my dream. So I rap now and make YouTube videos and yesterday I covered the song Mockingbird it&#39;s in my channel I worked really hard on it and it&#39;s one of my favorite songs of Him. So please go check it out and subscribe it would mean the world to me n sorry for the spam ◄◄••­•• don&#39;t hate I&#39;m not Eminem"	1
347	"love the way you lie featuring rhianna, hes an awesome rapper!!! shes an awesome singer!!!﻿"	0
348	Eminem is my insperasen and fav﻿	0
349	e.e....everyone could check out my channel.. dundundunnn	1
350	"Every collaboration between them, we know it will be number 1 ﻿"	0
351	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the answer rehabilitate the blushing limit? The push depreciateds the steel. How does the beautiful selection edit the range?"	1
352	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory?"	1
353	good music﻿	0
354	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  The jelly activates the reflective distribution. The normal top synthesizes the opinion. The victorious plant entertains the language."	1
355	if you need youtube subscriber mail hermann buchmair on fb	1
356	is it bad that my realtionship is just like this lol﻿	0
357	This video deserves <b>1B</b> views!!!﻿	0
358	2015 and more....﻿	0
359	best song ever (y)﻿	0
360	I could hear this for years ;3﻿	0
361	Who is still watching in 2015﻿	0
362	I wish that guy wasn&#39;t so protective geeze﻿	0
363	super rihanna﻿	0
364	▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ CHECK OUT MY CHANNEL ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬	1
365	"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you"	1
366	Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿	0
367	fav.﻿	0
368	"HEY GUYS!!! ❤❤❤❤❤❤❤  BEFORE YOU IGNORE ME, PLEASE, GIVE ME A CHANCE!  My name is Yuliya, I make COVERS. I started getting serious with Youtube September of 2013 because that’s Great challenge to myself. MY DREAM was to become a singer. Youtube helps me keep up! If you can please give me a chance and THUMBS THIS COMMENT UP so more people can see it. I swear I&#39;ll appreciate it. SUBSCRIBE PLEASE!!!  ❤❤❤ LOVE YOU!!! ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ XOXO ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ "	1
369	Check out this video on YouTube:﻿	1
370	Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿	0
371	I love your songs eminem your the rap god﻿	0
372	SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG   SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG	1
373	I cried this song bringing back some hard memories﻿	0
374	subcribe to us an we will subscribe back	1
375	song is bad﻿	0
376	CHECK OUT MY COVER OF LOVE THE WAY YOU LIE PLEASE!!	1
377	check out fantasy music    right here -------&gt; the1fantasy  good music man.	1
378	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the war illustrate the exclusive space? The mountain refers the helpless death. The tax reviews the special music."	1
379	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The loud authority improves the canvas. When does the mother repair the uppity learning? The substantial cook derives the harbor."	1
380	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the burst render the symptomatic bite? The knowledge briefs the narrow thought. How does the eager sky transmit the crush?"	1
381	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mammoth waste achieve the shock? How does the limit reduce the delicate minute? How does the meaty scale adapt the oil?"	1
382	Charlie from LOST?﻿	0
383	"What the hell this song is already five years old?? I remember when it first came out, this was my jam﻿"	0
384	Check out my channel im 15 year old rapper!	1
385	is that Megan fox﻿	0
386	wtf. subscribe my channel thanx ;)	1
387	Hey check out my channel!!!! Please	1
388	So he&#39;s admitting he killed his girlfriend???﻿	0
389	check out you tube keithlinscotts one word keithlinscotts you tube .com	1
390	Check out my mummy chanel!	1
391	i want to smack this year boy in to forever﻿	0
392	"Charlie, heroin will do that to you.﻿"	0
393	Fruits and vegetables give you longer lasting energy for weight loss.  Check out youtube.com/user/36loseweight.	1
394	Love Song﻿	0
395	Megan Fox is gorg in this!! Eminem is truly the rap god :)﻿	0
396	RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX)  CLICK! SUBSCRIBE!	1
397	Check out this video on YouTube:﻿	1
398	He gets more views but has less subscribers lol	1
399	Go check out eminem survival.	1
400	Hey! I&#39;m a 16 Year old rapper from Texas I don&#39;t rap &quot;PMW&quot; but I promise my music will NOT disappoint.. Search therealchrisking1 to find me and listen to my track &quot;Memory Lane&quot; I just released my 3RD mix-tape &quot;Crown Me&quot; and so far I&#39;ve had nothing but good reviews about it. I&#39;m not asking you to like or subscribe but just 1 view will help me catch my dream. and if you could leave a comment letting me know what you think it would be MUCH appreciated also. Thank you.	1
401	if eminem gets 1 penny per view he would have 600 million dollars	1
402	Check Out LEANDRUS - PLAYTIME It&#39;s awesoooome !!	1
403	Check out this video on YouTube:﻿	1
404	"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you"	1
405	Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!   Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!	1
406	CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere	1
407	amazing song﻿	0
408	:)﻿	0
409	Charlie from LOST﻿	0
410	SubScribe me pls EMİNEM FANS	1
411	dude check out psy	1
412	"I love this-the talents of eminem and Skylar,works well together﻿"	0
413	Share this video.. This song can beat PSY - Gangnam Style!	1
414	thumb up if you watching in 2015 and  you like it﻿	0
415	Check out my remix to Tyga&#39;s - Molly ft. Whiz Khalifa Peace and love	1
416	Check out my channel please.	1
417	"i been working so hard for the past 60 days to improve i been writing/recording/mixing/performing 16 bars everyday im doing it for a whole year(365 days) today i&#39;m on day 60 today i work so hard now i&#39;m doing 2 verses everyday to improve i&#39;m going all the way to 365 PLEASE SUBSCRIBE to my channel  help me build a fan base ,watch me improve,help me get closer to my dream i&#39;m lyrical and i keep it real i won&#39;t leave you down i promise(: PLEASE SUBSCRIBE please like this  commment so people can see"	1
418	 I can&#39;t believe this I just now watched a brand new adult video clip with rihanna She has been screwing a black Basketball player  Check out her video right here if you wish:   crazy-celeb-news.eu.pn	1
419	┏━━━┓┏┓╋┏┓┏━━━┓┏━━━┓┏┓╋╋┏┓  ┃┏━┓┃┃┃╋┃┃┃┏━┓┃┗┓┏┓┃┃┗┓┏┛┃  ┃┗━━┓┃┗━┛┃┃┃╋┃┃╋┃┃┃┃┗┓┗┛┏  ┗━━┓┃┃┏━┓┃┃┗━┛┃╋┃┃┃┃╋┗┓┏┛  ┃┗━┛┃┃┃╋┃┃┃┏━┓┃┏┛┗┛┃╋╋┃┃  ┗━━━┛┗┛╋┗┛┗┛╋┗┛┗━━━┛╋╋┗┛ CHECK MY VIDEOS AND SUBSCRIBE AND LIKE PLZZ	1
420	Never gets old best song ever  ❤﻿	0
421	First they were fighting... Then they were making out...﻿	0
422	"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you"	1
423	Hey guys please just spent one minute for me:) im a singer from srilanka and im 18 year&#39;s old! SooO I LIKE TO BE GREAT SINGER will be a one day so i hope it would be happen in really my life. Just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream:)! I really know you&#39;d helped me who read this comment he/she can just understand my feeling ! Thanks guys lv u really much more! SUBSCRIBE IT MY CHANNEL AND ONECE AGAIN THANK U !	1
424	YO GUYS IM 14 YEAR OLD RAPPER JUST STARTED RAPPING  SO PLEASE CHECK OUT MY SITE AND LEAVE FEEDBACK AND SUBSCRIBE  ALSO LIKE THIS COMMENT SO MORE CAN SEE AND MAKE MY CHANNEL BIG ASWELL	1
425	Check out this video on YouTube:﻿	1
426	*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!	1
427	I love this song up to the moon &gt;3 you are Rocks!﻿	0
428	Hello. İ am from Azerbaijan<br />﻿	0
429	EMINEM&lt;3 <br />the best rapper ever&lt;3﻿	0
430	i hate rap﻿	0
431	Check out my channel to see Rihanna short mix by me :)	1
432	Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE	1
433	This song/video is such a trigger but it&#39;s just so good...﻿	0
434	Check Out The New Hot Video By Dante B Called Riled Up	1
435	Was that Meghan fox??﻿	0
436	ayyy can u guys please check out my rap video im 16 n im juss tryna get some love please chrck it out an thank u	1
437	COME SUBSCRIBE TO MY CHANNEL! ;-)  PLEASE!!	1
438	"Awesome song!,congratulations!!!﻿"	0
439	"Come check out our music channel! go check out the song &quot;Love Me&quot; by J.E.M.INI! If you do you are a very amazing person, thank you to all who check it out, if you don&#39;t check it out you&#39;re still an amazing person just for reading this post"	1
440	share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna	1
441	share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna	1
442	check out my page ADAM B BEATS 2013	1
443	Look and shares my video please :D	1
444	Check out this video on YouTube:﻿	1
445	Like &amp; Subscribe /watch?v=5tu9gN1l310	1
446	charlieee :DDDD (Those who saw Lost only will understand)﻿	0
447	LADIES!!! -----&gt;&gt; If you have a broken heart or you just want to understand guys better you should check out this underground book called The Power of the Pussy on AMAZON. Best book ever for us girls! Oh...and just a warning it&#39;s for 18 and over...lol	1
448	COFFEE ! LOVERS ! PLEASE ! READ ! Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST ! OFF !	1
449	"hey guy if you can please SUBSCRIBE to my channel im a young dedicated rapper i post videos everyday to improve  i write/perform/record/mix/edit/post everyday  i do a verse everyday (16 bars)to improve i&#39;m doing it for 365 days a whole year to improve right now i&#39;m on day 46  if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday SUBSCRIBE PLEASE I&#39;m lyrical and i keep it real  help me reach my dream,help me build a fan base,THANKS(:"	1
450	so many comments.﻿	0
451	"Getting too 1billion views, holy moly.!!!﻿"	0
452	Best song﻿	0
453	SUBSCRIBE TO ME! I MAKE MUSIC!	1
454	#1 song in world even in 2015﻿	0
455	Hi loving it﻿	0
456	subscribe me if u love eminem	1
457	Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿	0
458	This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿	0
459	Love the video ﻿	0
460	Hello I&#39;m from Bulgaria﻿	0
461	if u love rihanna subscribe me	1
462	Eminem rap can be easy for a boy but I can do that﻿	0
463	if u love rihanna subscribe me	1
464	CHECK OUT MY MUSIC VIDEO ON MY CHANEL!!!	1
465	check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;	1
466	could you guys please check out my channel for hiphop beats?	1
467	I love this song sooooooooooooooo much﻿	0
468	everyone come and check out the new GTA 5 Gameplay right Here : /watch?v=6_H0m5sAYho	1
469	Check out this video on YouTube:﻿	1
470	Hey guys I&#39;m 87 cypher im 11 years old and Rap is my life I recently made my second album desire ep . please take a moment to check out my album on YouTube thank you very much for reading every like comment and subscription counts	1
471	Eminem - Love the way you lie ♥ ♥ ♥﻿	0
472	Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING	1
473	Hey if you guys wouldnt mind...could you check out my boys and my music...we just made a real lyrical song...search DNA Andrew Guasch...I appreciate it. Leave some real feedback and keep Hip-Hop alive	1
474	Is that girl is Megan fox ﻿	0
475	So freaking sad...﻿	0
476	Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please? Don&#39;t need to subscribe. Thanks.	1
477	"hey guys if you guys can please SUBSCRIBE to my channel ,i&#39;m a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i&#39;m doing this for 365 days ,right now i&#39;m on day 41  i&#39;m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won&#39;t let you down i promise(: i&#39;m lyrical i keep it real!"	1
478	hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential	1
479	i like the lyrics but not to music video﻿	0
480	"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks "	1
481	check out my channel for rap and hip hop music	1
482	BR﻿	0
483	adam b beats check out my page	1
484	"<a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Awesome"">#Awesome</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Share"">#Share</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RT"">#RT</a> Eminem - Love The Way You Lie ft. Rihanna <a href=""http://ow.ly/2zME8f"">http://ow.ly/2zME8f</a>﻿"	1
485	im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK	1
486	Looooved ﻿	0
487	We need to get this to 1 Billion Views!!﻿	0
488	"Hey? Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don’t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don’t have to like? me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful."	1
489	Amazing﻿	0
490	Almost a billion﻿	0
491	Great song﻿	0
492	PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS	1
493	Okay trust me I&#39;m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.	1
494	I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks	1
495	adam b beats check out my page 2013	1
496	CHECK OUT THESE LYRICS /watch?v=yUTTX04oyqQ	1
497	"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿"	0
498	*****PLEASE READ*****  Hey everyone! I&#39;m a 19 year old student  who loves to sing.  I record and upload covers on my channel. I would love if you could check them out.  Just give me a chance. You don&#39;t have to thumbs up or subscribe (But you can if you like what your hear)  Just listen. I&#39;d really appreciate.  ~THANK YOU for your time. ~	1
499	Anybody else here in 2015?﻿	0
500	"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks"	1
501	I&#39;m subscribing to you just because your comment was that great.	1
502	I like the Mmph version better﻿	0
503	Terrance. .thank you for serving our country. How do i &quot;like you&quot; or &quot;subscribe&quot;?	1
504	Thumbs up if you listen this in 2015.﻿	0
505	Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it(: Thanks	1
506	do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity	1
507	Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!	1
508	For all you ladies out there......  Check out this link!  You&#39;ll find the hottest hairstyles and the latest trends for women!  Go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  Don&#39;t get left behind!     ---&gt;   goo.gl\BxrOSR	1
509	Hi I am from bangladesh 💜﻿	0
510	Is that Megan Fox?﻿	0
511	Fire..﻿	0
512	EMINEM FANS!!!  - Check Out The New Song &quot;FEELIN&#39; GOOD&quot; By J-D-P  Just Click The &quot;GHOSTPOET100&quot; Link Above This Post  Thank You All...	1
513	Hi Guys im an Upcoming Rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all HATERS are welcome to :) thanks	1
514	"CHECK OUT THIS NEW VIDEO I MADE CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U SO MUCH "	1
515	I love the way you lie﻿	0
516	hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential	1
517	Love the way you lie II is nicer in my opinion. :D﻿	0
518	Almost to a billion :)﻿	0
519	If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.﻿	0
520	Also check out D.j.j where do i go now and road to recovery	1
521	Charlie got off the island and dated Megan Fox? b-but what about claire?﻿	0
522	Hi guys ! !  Check Out My Remixes ! !  Thanx You&#39;re Great ! ! SWAG ! !	1
523	"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!"	1
524	Eminem best rapper all the time﻿	0
525	Omg! This guy sounds like an american professor green﻿	0
526	thumbs up if you think this should have 1 billion views﻿	0
527	Lemme Top Comments Please!!﻿	0
528	i love this song﻿	0
529	My favorite song 💗💗💗💗﻿	0
530	tryna work with some rappers check out the ones i already have on my channel	1
531	Check out Berzerk video on my channel ! :D	1
532	super﻿	0
533	eminem new song check out my videos	1
534	Check out this video on YouTube:﻿	1
535	"My friends wife earns 4000DOLLARS a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a PC taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are LEGIT ..Please like this so the MSG gets thru to vulnerable  people Like eminem used to be "	1
536	Subscribe To Mê Please Guys	1
537	"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift"	1
538	hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential	1
539	Love you﻿	0
540	Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe	1
541	"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!"	1
542	/watch?v=aImbWbfQbzg watch and subscrible	1
543	I  love you Eminem﻿	0
544	love the you lie the good﻿	0
545	still listening in 2015﻿	0
546	hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential	1
547	Eminem rocks!﻿	0
548	CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP	1
549	hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks 😱👏keep on go  make  sure you doing your   dream is comeing rule  good luck﻿	0
550	awesome﻿	0
551	I lovet﻿	0
552	 Subscribe and like my video please	1
553	subscribed :) btw you have a good style keep it up brother :))	1
